Orthogroup	PR	PS	PT
OG0008340	PR035544.0	PS040333.2.0, PS080309.2.0	PT084322.0, PT150361.0
OG0008341	PR035577.0	PS035587.2.0, PS073838.2.0, PS080340.2.0	PT020267.0
OG0008342	PR035581.0, PR035585.0	PS080284.2.0	PT084344.0, PT161566.0
OG0008343	PR035602.0	PS080271.2.0, PS080273.2.0	PT084355.0, PT170246.0
OG0008344	PR035604.0	PS113340.2.0	PT090645.0, PT140439.0, PT180455.0
OG0008345	PR035608.0	PS040287.2.0, PS080267.2.0	PT084356.0, PT161557.0
OG0008346	PR035617.0	PS040281.2.0	PT150315.0, PT161552.0, PT170241.0
OG0008347	PR035618.0	PS040280.2.0, PS080260.2.0	PT084361.0, PT161551.0
OG0008348	PR035621.0	PS040278.2.0, PS080259.2.0	PT150313.0, PT161546.0
OG0008349	PR035635.0	PS040275.2.0, PS040276.2.0	PT150308.0, PT161539.0
OG0008350	PR035644.0	PS080251.2.0	PT084305.0, PT084373.0, PT161536.0
OG0008351	PR040002.0	PS035629.2.0	PT020213.0, PT020221.0, PT103954.0
OG0008352	PR040004.0	PS035635.2.0	PT020215.0, PT103953.0, PT203537.0
OG0008353	PR040013.0, PR052920.0	PS014542.2.0	PT044825.0, PT062897.0
OG0008354	PR040021.0, PR040050.0	PS100040.2.0	PT070011.0, PT103929.0
OG0008355	PR040022.0, PR040049.0	PS100038.2.0	PT103931.0, PT203532.0
OG0008356	PR040025.0	PS042707.2.0, PS063564.2.0	PT043740.0, PT152884.0
OG0008357	PR040026.0, PR040035.0	PS014816.2.0	PT045110.0, PT112461.0
OG0008358	PR040038.0, PR040188.0	PS035561.2.0, PS100034.2.0	PT020223.0
OG0008359	PR040046.0	PS035627.2.0, PS100036.2.0	PT020225.0, PT070008.0
OG0008360	PR040082.0, PR040100.0	PS035597.2.0	PT020256.0, PT070025.0
OG0008361	PR040116.0	PS100072.2.0	PT070039.0, PT070040.0, PT103892.0
OG0008362	PR040122.0	PS035573.2.0, PS100074.2.0	PT020281.0, PT203498.0
OG0008363	PR040141.0	PS035522.2.0, PS100123.2.0	PT070089.0, PT103838.0
OG0008364	PR040148.0	PS035527.2.0, PS100119.2.0	PT020327.0, PT070084.0
OG0008365	PR040159.0	PS035538.2.0, PS082558.2.0	PT020314.0, PT082004.0
OG0008366	PR040172.0	PS035551.2.0, PS100100.2.0	PT020299.0, PT103865.0
OG0008367	PR040178.0	PS035554.2.0, PS100096.2.0	PT020296.0, PT070060.0
OG0008368	PR040181.0	PS035556.2.0, PS100093.2.0	PT020293.0, PT203431.0
OG0008369	PR040245.0, PR040370.0	PS035453.2.0	PT020404.0, PT070146.0
OG0008370	PR040258.0	PS035524.2.0, PS100121.2.0	PT020331.0, PT103840.0
OG0008371	PR040260.0	PS035521.2.0, PS100124.2.0	PT020335.0, PT103835.0
OG0008372	PR040265.0	PS035517.2.0, PS100128.2.0	PT103832.0, PT203470.0
OG0008373	PR040294.0	PS035491.2.0, PS100151.2.0	PT020360.0, PT203416.0
OG0008374	PR040296.0	PS100154.2.0	PT070111.0, PT180964.0, PT203414.0
OG0008375	PR040303.0	PS035472.2.0, PS100158.2.0	PT070115.0, PT103801.0
OG0008376	PR040333.0	PS035478.2.0, PS100159.2.0	PT020374.0, PT103800.0
OG0008377	PR040346.0	PS035470.2.0, PS100165.2.0	PT070126.0, PT203404.0
OG0008378	PR040347.0	PS035469.2.0, PS100167.2.0	PT103797.0, PT203403.0
OG0008379	PR040384.0	PS035439.2.0, PS100189.2.0	PT103765.0, PT203378.0
OG0008380	PR040386.0	PS035437.2.0, PS100191.2.0	PT020420.0, PT103763.0
OG0008381	PR040391.0	PS035432.2.0, PS100195.2.0	PT020423.0, PT103758.0
OG0008382	PR040409.0	PS035421.2.0, PS100206.2.0	PT020433.0, PT103742.0
OG0008383	PR040414.0, PR040417.0	PS100212.2.0	PT103738.0, PT203351.0
OG0008384	PR040415.0, PR042595.0	PS015339.2.0, PS062378.2.0	PT112142.0
OG0008385	PR040420.0	PS035412.2.0, PS100211.2.0	PT103739.0, PT203349.0
OG0008386	PR040441.0, PR060704.0, PR062157.0	PS072315.2.0	PT221055.0
OG0008387	PR040445.0	PS035386.2.0, PS100224.2.0	PT070199.0, PT103715.0
OG0008388	PR040457.0	PS025235.2.0, PS035363.2.0	PT012073.0, PT020485.0
OG0008389	PR040458.0	PS025236.2.0, PS035362.2.0	PT012074.0, PT020487.0
OG0008390	PR040460.0	PS025239.2.0, PS035359.2.0	PT012077.0, PT020490.0
OG0008391	PR040469.0	PS025247.2.0	PT012084.0, PT020499.0, PT070227.0
OG0008392	PR040478.0	PS025255.2.0, PS035337.2.0	PT012091.0, PT020515.0
OG0008393	PR040479.0	PS025256.2.0, PS035336.2.0	PT020516.0, PT070235.0
OG0008394	PR040480.0	PS025257.2.0, PS035335.2.0	PT012093.0, PT020517.0
OG0008395	PR040494.0	PS025269.2.0, PS035323.2.0	PT012106.0, PT020534.0
OG0008396	PR040502.0	PS014838.2.0, PS060784.2.0	PT045133.0, PT063183.0
OG0008397	PR040506.0	PS025283.2.0, PS035305.2.0	PT012122.0, PT020554.0
OG0008398	PR040520.0	PS025299.2.0, PS035285.2.0	PT012134.0, PT020573.0
OG0008399	PR040526.0	PS035281.2.0	PT012137.0, PT020577.0, PT203276.0
OG0008400	PR040530.0	PS025305.2.0, PS035278.2.0	PT012140.0, PT020580.0
OG0008401	PR040539.0	PS073078.2.0	PT030954.0, PT160676.0, PT164655.0
OG0008402	PR040566.0, PR040585.0	PS025339.2.0, PS035248.2.0	PT012168.0
OG0008403	PR040568.0, PR040586.0	PS025340.2.0	PT012169.0, PT070305.0
OG0008404	PR040575.0, PR040597.0	PS025344.2.0	PT012172.0, PT070309.0
OG0008405	PR040579.0, PR040610.0	PS035225.2.0	PT020636.0, PT203183.0
OG0008406	PR040580.0	PS025326.2.0, PS035253.2.0	PT012160.0, PT070301.0
OG0008407	PR040584.0	PS025331.2.0, PS035249.2.0	PT012163.0, PT020614.0
OG0008408	PR040601.0	PS025177.2.0	PT012177.0, PT020632.0, PT203237.0
OG0008409	PR040603.0	PS025178.2.0, PS035231.2.0	PT012176.0, PT020630.0
OG0008410	PR040607.0	PS025175.2.0, PS035229.2.0	PT012179.0, PT020633.0
OG0008411	PR040608.0	PS025174.2.0, PS035228.2.0	PT012180.0, PT203179.0
OG0008412	PR040612.0	PS025171.2.0, PS035223.2.0	PT020637.0, PT070319.0
OG0008413	PR040615.0	PS025167.2.0, PS035220.2.0	PT020640.0, PT203187.0
OG0008414	PR040618.0, PR040621.0	PS025164.2.0, PS035216.2.0	PT070323.0
OG0008415	PR040637.0	PS025143.2.0, PS035195.2.0	PT012212.0, PT070343.0
OG0008416	PR040645.0	PS025128.2.0, PS035182.2.0	PT012231.0, PT070357.0
OG0008417	PR040651.0	PS025124.2.0, PS035180.2.0	PT012234.0, PT070354.0
OG0008418	PR040656.0	PS025120.2.0, PS035173.2.0	PT012239.0, PT020688.0
OG0008419	PR040661.0	PS035164.2.0	PT012242.0, PT070362.0, PT203232.0
OG0008420	PR040670.0	PS025111.2.0, PS035155.2.0	PT012250.0, PT020703.0
OG0008421	PR040672.0	PS035154.2.0	PT012252.0, PT070368.0, PT203170.0
OG0008422	PR040673.0	PS025109.2.0, PS035153.2.0	PT012253.0, PT020705.0
OG0008423	PR040675.0	PS025108.2.0, PS035152.2.0	PT012254.0, PT020706.0
OG0008424	PR040681.0	PS025101.2.0	PT012261.0, PT020712.0, PT203163.0
OG0008425	PR040699.0	PS035127.2.0	PT012280.0, PT020733.0, PT070379.0
OG0008426	PR040701.0	PS025079.2.0, PS035124.2.0	PT020736.0, PT070377.0
OG0008427	PR040706.0	PS081192.2.0	PT083413.0, PT151342.0, PT162408.0
OG0008428	PR040718.0	PS025069.2.0	PT012297.0, PT020750.0, PT203130.0
OG0008429	PR040719.0	PS025066.2.0, PS035106.2.0	PT012299.0, PT020752.0
OG0008430	PR040723.0	PS025065.2.0, PS035105.2.0	PT012300.0, PT020754.0
OG0008431	PR040728.0	PS025060.2.0	PT012306.0, PT020763.0, PT203121.0
OG0008432	PR040730.0	PS025058.2.0, PS035097.2.0	PT012308.0, PT020768.0
OG0008433	PR040731.0	PS025057.2.0, PS035096.2.0	PT012309.0, PT020769.0
OG0008434	PR040737.0	PS025052.2.0, PS035061.2.0	PT012314.0, PT020934.0
OG0008435	PR040738.0	PS025051.2.0, PS035062.2.0	PT012315.0, PT020935.0
OG0008436	PR040740.0	PS035064.2.0	PT020937.0, PT070427.0, PT203112.0
OG0008437	PR040741.0	PS022095.2.0	PT015483.0, PT111673.0, PT160452.0
OG0008438	PR040746.0	PS025045.2.0, PS035073.2.0	PT012321.0, PT020944.0
OG0008439	PR040758.0	PS025033.2.0, PS035084.2.0	PT012331.0, PT020783.0
OG0008440	PR040759.0	PS025032.2.0, PS035085.2.0	PT012332.0, PT203096.0
OG0008441	PR040761.0	PS025031.2.0, PS035087.2.0	PT012333.0, PT020780.0
OG0008442	PR040762.0	PS025030.2.0, PS035088.2.0	PT012334.0, PT020779.0
OG0008443	PR040768.0	PS025022.2.0, PS035054.2.0	PT012342.0, PT020927.0
OG0008444	PR040772.0	PS025017.2.0	PT012346.0, PT070458.0, PT203081.0
OG0008445	PR040775.0	PS025014.2.0, PS035047.2.0	PT012349.0, PT020919.0
OG0008446	PR040776.0	PS025013.2.0, PS035046.2.0	PT012350.0, PT020918.0
OG0008447	PR040782.0	PS025009.2.0	PT020916.0, PT070473.0, PT203071.0
OG0008448	PR040785.0	PS025005.2.0, PS035038.2.0	PT012359.0, PT020912.0
OG0008449	PR040789.0	PS025003.2.0, PS035036.2.0	PT012361.0, PT020909.0
OG0008450	PR040794.0	PS024998.2.0, PS035026.2.0	PT020901.0, PT070484.0
OG0008451	PR040796.0, PR052181.0, PR053482.0	PS024996.2.0	PT070486.0
OG0008452	PR040797.0	PS024995.2.0, PS035023.2.0	PT012368.0, PT020897.0
OG0008453	PR040802.0	PS024989.2.0, PS035019.2.0	PT012375.0, PT070495.0
OG0008454	PR040805.0	PS024984.2.0, PS035016.2.0	PT012379.0, PT020888.0
OG0008455	PR040809.0	PS024980.2.0, PS035014.2.0	PT012384.0, PT020883.0
OG0008456	PR040825.0	PS024964.2.0, PS034997.2.0	PT020869.0, PT203011.0
OG0008457	PR040828.0	PS024961.2.0, PS034994.2.0	PT012399.0, PT020865.0
OG0008458	PR040834.0	PS024945.2.0, PS034985.2.0	PT012413.0, PT020859.0
OG0008459	PR040835.0	PS024944.2.0, PS034983.2.0	PT012415.0, PT020857.0
OG0008460	PR040839.0	PS024942.2.0, PS034980.2.0	PT012420.0, PT020851.0
OG0008461	PR040843.0	PS024934.2.0	PT012428.0, PT072622.0, PT203008.0
OG0008462	PR040845.0	PS024932.2.0, PS034965.2.0	PT012430.0, PT020832.0
OG0008463	PR040846.0	PS024931.2.0, PS034967.2.0	PT012431.0, PT072619.0
OG0008464	PR040850.0	PS024922.2.0, PS034961.2.0	PT012439.0, PT072671.0
OG0008465	PR040855.0	PS024905.2.0, PS034952.2.0	PT012461.0, PT020813.0
OG0008466	PR040862.0	PS024911.2.0, PS034943.2.0	PT072689.0, PT202941.0
OG0008467	PR040865.0	PS024913.2.0, PS034939.2.0	PT012449.0, PT020800.0
OG0008468	PR040868.0	PS024916.2.0, PS034936.2.0	PT012446.0, PT020797.0
OG0008469	PR040881.0	PS024897.2.0, PS034920.2.0	PT012469.0, PT020955.0
OG0008470	PR040903.0	PS034868.2.0	PT021003.0, PT070522.0, PT202925.0
OG0008471	PR040914.0	PS034801.2.0	PT016353.0, PT021188.0, PT202912.0
OG0008472	PR040916.0	PS021245.2.0, PS034848.2.0	PT016396.0, PT021021.0
OG0008473	PR040929.0	PS034834.2.0	PT012483.0, PT021231.0, PT072600.0
OG0008474	PR040930.0	PS024884.2.0	PT012484.0, PT021232.0, PT202866.0
OG0008475	PR040931.0	PS021280.2.0, PS034890.2.0	PT016350.0, PT020986.0
OG0008476	PR040940.0	PS021243.2.0, PS034802.2.0	PT016399.0, PT021189.0
OG0008477	PR040941.0	PS021284.2.0, PS034885.2.0	PT016345.0, PT020992.0
OG0008478	PR040942.0	PS024851.2.0, PS034884.2.0	PT020993.0, PT072586.0
OG0008479	PR040943.0	PS024849.2.0, PS034883.2.0	PT012518.0, PT202879.0
OG0008480	PR040949.0	PS024867.2.0, PS034866.2.0	PT012502.0, PT021004.0
OG0008481	PR040954.0	PS021219.2.0, PS034818.2.0	PT016424.0, PT021212.0
OG0008482	PR040959.0	PS034814.2.0	PT021208.0, PT072575.0, PT202855.0
OG0008483	PR040965.0	PS062185.2.0	PT072562.0, PT122256.0, PT202851.0
OG0008484	PR040968.0	PS034825.2.0	PT016455.0, PT021218.0, PT072560.0
OG0008485	PR040985.0	PS021197.2.0, PS034793.2.0	PT016445.0, PT202842.0
OG0008486	PR040986.0	PS021200.2.0, PS034791.2.0	PT016442.0, PT021179.0
OG0008487	PR040987.0	PS021203.2.0, PS034790.2.0	PT016440.0, PT021178.0
OG0008488	PR040989.0	PS021205.2.0, PS034766.2.0	PT016439.0, PT021152.0
OG0008489	PR040990.0	PS034767.2.0	PT021153.0, PT072542.0, PT072546.0
OG0008490	PR040996.0	PS021182.2.0, PS034775.2.0	PT016463.0, PT021163.0
OG0008491	PR041018.0	PS021161.2.0, PS034752.2.0	PT016481.0, PT021138.0
OG0008492	PR041021.0	PS021159.2.0, PS034748.2.0	PT021141.0, PT202810.0
OG0008493	PR041026.0	PS034738.2.0	PT021124.0, PT072487.0, PT202799.0
OG0008494	PR041029.0	PS021142.2.0, PS034735.2.0	PT016498.0, PT072489.0
OG0008495	PR041037.0	PS021130.2.0, PS034691.2.0	PT016513.0, PT021071.0
OG0008496	PR041041.0	PS034698.2.0	PT021078.0, PT072481.0, PT202781.0
OG0008497	PR041047.0	PS021123.2.0, PS034703.2.0	PT016520.0, PT021086.0
OG0008498	PR041050.0	PS021121.2.0, PS034705.2.0	PT016523.0, PT021089.0
OG0008499	PR041051.0	PS021120.2.0, PS034707.2.0	PT016524.0, PT021091.0
OG0008500	PR041052.0	PS021118.2.0, PS034708.2.0	PT016525.0, PT021092.0
OG0008501	PR041053.0	PS021119.2.0, PS034709.2.0	PT016526.0, PT072470.0
OG0008502	PR041056.0	PS021112.2.0, PS034714.2.0	PT016532.0, PT021096.0
OG0008503	PR041070.0	PS021097.2.0, PS034689.2.0	PT016545.0, PT021070.0
OG0008504	PR041076.0	PS021091.2.0, PS034683.2.0, PS034685.2.0	PT021064.0
OG0008505	PR041077.0	PS021090.2.0, PS034682.2.0	PT016551.0, PT021062.0
OG0008506	PR041079.0	PS021087.2.0, PS034678.2.0	PT016555.0, PT021058.0
OG0008507	PR041082.0	PS021076.2.0, PS034659.2.0	PT016568.0, PT072428.0
OG0008508	PR041085.0	PS021080.2.0, PS034662.2.0	PT016564.0, PT021040.0
OG0008509	PR041086.0	PS021081.2.0, PS034670.2.0	PT016563.0, PT021046.0
OG0008510	PR041109.0	PS034638.2.0	PT016591.0, PT021240.0, PT072405.0
OG0008511	PR041116.0	PS021051.2.0, PS034635.2.0	PT016597.0, PT021244.0
OG0008512	PR041119.0	PS021044.2.0, PS034628.2.0	PT072398.0, PT202641.0
OG0008513	PR041123.0, PR041157.0	PS034595.2.0	PT021288.0, PT202616.0
OG0008514	PR041125.0	PS020856.2.0, PS034621.2.0	PT072390.0, PT202634.0
OG0008515	PR041126.0	PS020857.2.0, PS034620.2.0	PT016792.0, PT021259.0
OG0008516	PR041128.0	PS020859.2.0, PS034619.2.0	PT016791.0, PT021261.0
OG0008517	PR041132.0	PS020862.2.0, PS034615.2.0	PT016788.0, PT021265.0
OG0008518	PR041136.0	PS020864.2.0, PS034613.2.0	PT016784.0, PT072270.0
OG0008519	PR041139.0	PS020868.2.0, PS034609.2.0	PT016778.0, PT021271.0
OG0008520	PR041146.0	PS020873.2.0, PS034605.2.0	PT021276.0, PT202607.0
OG0008521	PR041147.0	PS034604.2.0	PT016772.0, PT021277.0, PT072281.0
OG0008522	PR041148.0	PS020875.2.0, PS034603.2.0	PT016771.0, PT021279.0
OG0008523	PR041151.0	PS020878.2.0	PT016767.0, PT021283.0, PT072284.0
OG0008524	PR041154.0	PS020881.2.0, PS034597.2.0	PT016765.0, PT021286.0
OG0008525	PR041159.0	PS020885.2.0, PS034592.2.0	PT021291.0, PT202619.0
OG0008526	PR041161.0	PS020886.2.0	PT016759.0, PT021293.0, PT202620.0
OG0008527	PR041168.0	PS020907.2.0, PS034569.2.0	PT016737.0, PT021318.0
OG0008528	PR041175.0	PS020901.2.0, PS034574.2.0	PT016744.0, PT021313.0
OG0008529	PR041180.0	PS020894.2.0, PS034580.2.0	PT016751.0, PT021306.0
OG0008530	PR041191.0	PS020916.2.0, PS034559.2.0	PT016728.0, PT021330.0
OG0008531	PR041196.0	PS034556.2.0	PT016725.0, PT021334.0, PT202561.0
OG0008532	PR041197.0	PS020935.2.0, PS034547.2.0	PT016714.0, PT021348.0
OG0008533	PR041199.0	PS020933.2.0, PS034549.2.0	PT016716.0, PT021346.0
OG0008534	PR041200.0	PS020932.2.0, PS034550.2.0	PT021345.0, PT202591.0
OG0008535	PR041201.0	PS020929.2.0, PS034551.2.0	PT016718.0, PT021343.0
OG0008536	PR041202.0	PS020928.2.0, PS034552.2.0	PT016719.0, PT021342.0
OG0008537	PR041204.0	PS020926.2.0, PS034554.2.0	PT021340.0, PT202595.0
OG0008538	PR041207.0	PS020936.2.0	PT016713.0, PT021349.0, PT202587.0
OG0008539	PR041209.0	PS020938.2.0, PS034544.2.0	PT016711.0, PT202584.0
OG0008540	PR041210.0	PS020939.2.0, PS034543.2.0	PT016710.0, PT021352.0
OG0008541	PR041212.0	PS020941.2.0, PS034540.2.0	PT016708.0, PT021356.0
OG0008542	PR041213.0	PS020942.2.0, PS034539.2.0	PT016707.0, PT021358.0
OG0008543	PR041217.0	PS020947.2.0, PS034537.2.0	PT016703.0, PT072359.0
OG0008544	PR041222.0	PS020954.2.0, PS034529.2.0	PT016699.0, PT021365.0
OG0008545	PR041224.0	PS020956.2.0, PS034527.2.0	PT016697.0, PT021367.0
OG0008546	PR041226.0	PS020958.2.0, PS034525.2.0	PT016695.0, PT021370.0
OG0008547	PR041228.0	PS020961.2.0, PS034522.2.0	PT016692.0, PT021376.0
OG0008548	PR041230.0	PS020964.2.0, PS034519.2.0	PT016689.0, PT021378.0
OG0008549	PR041232.0	PS020967.2.0, PS034517.2.0	PT016687.0, PT021380.0
OG0008550	PR041242.0, PR041266.0	PS020979.2.0	PT016674.0, PT021418.0
OG0008551	PR041243.0	PS020978.2.0, PS034484.2.0	PT016675.0, PT021417.0
OG0008552	PR041244.0	PS020977.2.0, PS034481.2.0	PT016676.0, PT021424.0
OG0008553	PR041253.0	PS020779.2.0, PS034492.2.0	PT016868.0, PT021406.0
OG0008554	PR041254.0	PS020780.2.0	PT016867.0, PT021405.0, PT072253.0
OG0008555	PR041256.0	PS020787.2.0, PS034497.2.0	PT016860.0, PT021401.0
OG0008556	PR041272.0	PS034474.2.0	PT021433.0, PT072219.0, PT202541.0
OG0008557	PR041273.0	PS034472.2.0, PS050500.2.0	PT021435.0, PT202539.0
OG0008558	PR041281.0	PS020769.2.0	PT016876.0, PT072227.0, PT202532.0
OG0008559	PR041282.0	PS020767.2.0, PS034466.2.0	PT016878.0, PT021489.0
OG0008560	PR041289.0	PS020758.2.0, PS034458.2.0	PT016887.0, PT021480.0
OG0008561	PR041295.0	PS020755.2.0, PS034447.2.0	PT016889.0, PT021471.0
OG0008562	PR041298.0, PR041332.0	PS034442.2.0	PT021467.0, PT071484.0
OG0008563	PR041300.0	PS020751.2.0, PS034438.2.0	PT016895.0, PT021464.0
OG0008564	PR041303.0	PS034434.2.0, PS034436.2.0	PT016659.0, PT021462.0
OG0008565	PR041306.0	PS020992.2.0, PS034408.2.0	PT016664.0, PT021501.0
OG0008566	PR041307.0	PS021004.2.0, PS034409.2.0	PT016649.0, PT021499.0
OG0008567	PR041308.0	PS021005.2.0, PS034412.2.0	PT016648.0, PT021496.0
OG0008568	PR041314.0	PS021010.2.0, PS034419.2.0	PT016638.0, PT021490.0
OG0008569	PR041320.0	PS034190.2.0	PT016634.0, PT021738.0, PT072183.0
OG0008570	PR041377.0	PS020847.2.0, PS034237.2.0	PT016801.0, PT021688.0
OG0008571	PR041383.0	PS020842.2.0, PS034231.2.0	PT021693.0, PT202451.0
OG0008572	PR041395.0	PS020831.2.0, PS034222.2.0	PT016816.0, PT021702.0
OG0008573	PR041404.0	PS020801.2.0, PS034396.2.0	PT016843.0, PT021514.0
OG0008574	PR041406.0	PS020803.2.0, PS034398.2.0	PT016841.0, PT021512.0
OG0008575	PR041407.0	PS020804.2.0, PS034399.2.0	PT016840.0, PT021511.0
OG0008576	PR041409.0	PS020805.2.0, PS034400.2.0	PT016839.0, PT021509.0
OG0008577	PR041417.0	PS020748.2.0, PS034430.2.0	PT021457.0, PT072108.0
OG0008578	PR041423.0	PS020742.2.0, PS034424.2.0	PT016905.0, PT021448.0
OG0008579	PR041424.0	PS020818.2.0, PS034423.2.0	PT016826.0, PT021447.0
OG0008580	PR041427.0	PS020738.2.0, PS034198.2.0	PT016910.0, PT021726.0
OG0008581	PR041439.0	PS020728.2.0, PS034211.2.0	PT016925.0, PT021713.0
OG0008582	PR041450.0	PS020720.2.0, PS034386.2.0	PT016934.0, PT021524.0
OG0008583	PR041453.0	PS020715.2.0, PS034381.2.0	PT016937.0, PT021527.0
OG0008584	PR041454.0	PS020716.2.0, PS034382.2.0	PT016938.0, PT021528.0
OG0008585	PR041455.0	PS020712.2.0, PS034380.2.0	PT016939.0, PT021529.0
OG0008586	PR041457.0	PS020708.2.0, PS034376.2.0	PT021537.0, PT072059.0
OG0008587	PR041462.0	PS020703.2.0, PS034368.2.0	PT021548.0, PT072055.0
OG0008588	PR041466.0	PS020695.2.0, PS034372.2.0	PT021539.0, PT202354.0
OG0008589	PR041467.0	PS020694.2.0, PS034374.2.0	PT021538.0, PT072047.0
OG0008590	PR041470.0	PS020690.2.0, PS034361.2.0	PT016955.0, PT021555.0
OG0008591	PR041471.0	PS020689.2.0	PT016956.0, PT072043.0, PT202350.0
OG0008592	PR041473.0	PS020687.2.0, PS034358.2.0	PT016960.0, PT021558.0
OG0008593	PR041474.0	PS020684.2.0, PS034356.2.0	PT016963.0, PT021560.0
OG0008594	PR041482.0	PS020675.2.0	PT016974.0, PT021570.0, PT202333.0
OG0008595	PR041488.0	PS020670.2.0, PS034343.2.0	PT016979.0, PT021574.0
OG0008596	PR041490.0	PS020668.2.0, PS034341.2.0	PT016981.0, PT021576.0
OG0008597	PR041496.0	PS020663.2.0, PS034334.2.0	PT016991.0, PT021589.0
OG0008598	PR041497.0	PS020661.2.0, PS034332.2.0	PT021591.0, PT202313.0
OG0008599	PR041508.0	PS034323.2.0	PT017002.0, PT021603.0, PT202303.0
OG0008600	PR041511.0	PS020648.2.0, PS034315.2.0	PT017008.0, PT021610.0
OG0008601	PR041515.0	PS020643.2.0, PS034319.2.0	PT017011.0, PT021606.0
OG0008602	PR041540.0	PS020610.2.0, PS034293.2.0	PT017037.0, PT021630.0
OG0008603	PR041544.0	PS020605.2.0	PT017042.0, PT021634.0, PT202268.0
OG0008604	PR041546.0	PS020597.2.0, PS034284.2.0	PT021638.0, PT202265.0
OG0008605	PR041549.0	PS030559.2.0	PT071979.0, PT151497.0, PT171076.0
OG0008606	PR041550.0, PR041552.0	PS034277.2.0, PS034281.2.0	PT021641.0
OG0008607	PR041555.0	PS020586.2.0, PS034275.2.0	PT017063.0, PT021643.0
OG0008608	PR041564.0	PS020575.2.0, PS034268.2.0	PT017074.0, PT021656.0
OG0008609	PR041570.0	PS020569.2.0, PS034263.2.0	PT017082.0, PT021661.0
OG0008610	PR041574.0	PS020563.2.0, PS034260.2.0	PT017087.0, PT021667.0
OG0008611	PR041575.0	PS020562.2.0, PS034258.2.0	PT017088.0, PT021668.0
OG0008612	PR041577.0	PS020560.2.0, PS034257.2.0	PT017089.0, PT021669.0
OG0008613	PR041584.0	PS020553.2.0, PS034251.2.0	PT071937.0, PT202226.0
OG0008614	PR041586.0	PS020551.2.0, PS034249.2.0	PT017099.0, PT021677.0
OG0008615	PR041588.0	PS020549.2.0, PS034247.2.0	PT017101.0, PT021679.0
OG0008616	PR041590.0	PS020547.2.0, PS034243.2.0	PT017103.0, PT202221.0
OG0008617	PR041593.0	PS034671.2.0, PS083048.2.0	PT021050.0, PT081461.0
OG0008618	PR041597.0	PS020542.2.0	PT017108.0, PT021772.0, PT202215.0
OG0008619	PR041599.0	PS020540.2.0	PT017110.0, PT021774.0, PT071924.0
OG0008620	PR041620.0	PS020536.2.0, PS034169.2.0	PT017116.0, PT021798.0
OG0008621	PR041622.0	PS020515.2.0, PS034167.2.0	PT017139.0, PT021800.0
OG0008622	PR041624.0	PS020512.2.0, PS034164.2.0	PT017144.0, PT021802.0
OG0008623	PR041625.0	PS020511.2.0, PS034163.2.0	PT017145.0, PT021803.0
OG0008624	PR041628.0	PS020507.2.0, PS034158.2.0	PT017149.0, PT021810.0
OG0008625	PR041635.0	PS020500.2.0, PS034152.2.0	PT021816.0, PT202183.0
OG0008626	PR041637.0	PS020498.2.0, PS034150.2.0	PT017157.0, PT021818.0
OG0008627	PR041650.0	PS020495.2.0, PS034146.2.0	PT017160.0, PT021821.0
OG0008628	PR041652.0	PS020490.2.0	PT017166.0, PT021833.0, PT071875.0
OG0008629	PR041653.0	PS020489.2.0, PS034136.2.0	PT017167.0, PT021832.0
OG0008630	PR041666.0	PS020477.2.0, PS034126.2.0	PT017181.0, PT021839.0
OG0008631	PR041668.0	PS020475.2.0, PS034122.2.0	PT017185.0, PT021845.0
OG0008632	PR041675.0	PS020469.2.0, PS034117.2.0	PT021850.0, PT071853.0
OG0008633	PR041676.0	PS020468.2.0, PS034116.2.0	PT017191.0, PT021852.0
OG0008634	PR041681.0	PS020461.2.0, PS034110.2.0	PT017200.0, PT021858.0
OG0008635	PR041685.0, PR041688.0	PS020457.2.0, PS033895.2.0	PT022077.0
OG0008636	PR041686.0, PR054326.0	PS050876.2.0	PT051140.0, PT081003.0
OG0008637	PR041705.0	PS020418.2.0, PS033915.2.0	PT017242.0, PT022057.0
OG0008638	PR041708.0	PS020423.2.0, PS033911.2.0	PT017238.0, PT022060.0
OG0008639	PR041711.0	PS020425.2.0, PS033919.2.0	PT017235.0, PT022053.0
OG0008640	PR041712.0	PS020427.2.0	PT017234.0, PT071819.0, PT201986.0
OG0008641	PR041713.0	PS020428.2.0, PS033922.2.0	PT017232.0, PT022049.0
OG0008642	PR041717.0, PR041722.0	PS020431.2.0	PT017228.0, PT201994.0
OG0008643	PR041730.0	PS020417.2.0	PT017243.0, PT022031.0, PT071810.0
OG0008644	PR041742.0	PS020408.2.0, PS033946.2.0	PT017251.0, PT022021.0
OG0008645	PR041746.0	PS020405.2.0, PS033952.2.0	PT017255.0, PT022016.0
OG0008646	PR041751.0	PS020399.2.0, PS033959.2.0	PT017260.0, PT022010.0
OG0008647	PR041766.0	PS020356.2.0	PT017305.0, PT071780.0, PT071781.0
OG0008648	PR041771.0	PS020366.2.0	PT017297.0, PT071772.0, PT071774.0
OG0008649	PR041775.0	PS020367.2.0	PT017296.0, PT021993.0, PT202036.0
OG0008650	PR041812.0	PS020344.2.0, PS034011.2.0	PT017319.0, PT021962.0
OG0008651	PR041813.0	PS020343.2.0, PS034010.2.0	PT017320.0, PT021963.0
OG0008652	PR041814.0	PS020341.2.0, PS034009.2.0	PT017321.0, PT021964.0
